DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2024-04-04	38177345	Meng X	2024-01-04	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38177345	Multi-ancestry genome-wide association study of major depression aids locus discovery, fine mapping, gene prioritization and causal inference.	Major depressive disorder (broad)	258,364 European ancestry cases, 571,252 European ancestry controls, 36,818 African ancestry cases, 161,679 African ancestry controls, 21,980 East Asian ancestry cases, 360,956 East Asian ancestry controls, 4,505 South Asian ancestry cases, 27,176 South Asian ancestry controls, 25,013 Hispanic or Latin American cases, 352,946 Hispanic or Latin American controls	NA	15q14	15	37611853		Metazoa_SRP - TMCO5A	ENSG00000275680	ENSG00000166069		394955	310086	rs4489961-T	rs4489961	0	4489961	intergenic_variant	1	0.4814	1E-10	10.0		0.0194	[0.014-0.025] unit decrease	Affymetrix, Illumina [22941580] (imputed)	N	major depressive disorder	http://purl.obolibrary.org/obo/MONDO_0002009	GCST90328131	Genome-wide genotyping array
2024-04-04	38177345	Meng X	2024-01-04	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38177345	Multi-ancestry genome-wide association study of major depression aids locus discovery, fine mapping, gene prioritization and causal inference.	Major depressive disorder (broad)	258,364 European ancestry cases, 571,252 European ancestry controls, 36,818 African ancestry cases, 161,679 African ancestry controls, 21,980 East Asian ancestry cases, 360,956 East Asian ancestry controls, 4,505 South Asian ancestry cases, 27,176 South Asian ancestry controls, 25,013 Hispanic or Latin American cases, 352,946 Hispanic or Latin American controls	NA	20q13.12	20	46093017		NCOA5 - RPL13P2	ENSG00000124160	ENSG00000213820		3055	6501	rs4578918-T	rs4578918	0	4578918	intergenic_variant	1	0.2543	1E-8	8.0		0.0208	[0.014-0.028] unit increase	Affymetrix, Illumina [22941580] (imputed)	N	major depressive disorder	http://purl.obolibrary.org/obo/MONDO_0002009	GCST90328131	Genome-wide genotyping array
2024-04-04	38177345	Meng X	2024-01-04	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38177345	Multi-ancestry genome-wide association study of major depression aids locus discovery, fine mapping, gene prioritization and causal inference.	Major depressive disorder (broad)	258,364 European ancestry cases, 571,252 European ancestry controls, 36,818 African ancestry cases, 161,679 African ancestry controls, 21,980 East Asian ancestry cases, 360,956 East Asian ancestry controls, 4,505 South Asian ancestry cases, 27,176 South Asian ancestry controls, 25,013 Hispanic or Latin American cases, 352,946 Hispanic or Latin American controls	NA	2p16.1	2	60296522		RNA5SP94 - MIR4432HG	ENSG00000252726	ENSG00000228590		601653	39924	rs4672382-A	rs4672382	0	4672382	intergenic_variant	1	0.5035	3E-8	7.522878745280337		0.0167	[0.011-0.023] unit decrease	Affymetrix, Illumina [22941580] (imputed)	N	major depressive disorder	http://purl.obolibrary.org/obo/MONDO_0002009	GCST90328131	Genome-wide genotyping array
2024-04-04	38177345	Meng X	2024-01-04	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38177345	Multi-ancestry genome-wide association study of major depression aids locus discovery, fine mapping, gene prioritization and causal inference.	Major depressive disorder (broad)	258,364 European ancestry cases, 571,252 European ancestry controls, 36,818 African ancestry cases, 161,679 African ancestry controls, 21,980 East Asian ancestry cases, 360,956 East Asian ancestry controls, 4,505 South Asian ancestry cases, 27,176 South Asian ancestry controls, 25,013 Hispanic or Latin American cases, 352,946 Hispanic or Latin American controls	NA	8q22.1	8	93542409		CIBAR1-DT			ENSG00000246662			rs4734248-T	rs4734248	0	4734248	intron_variant	0	0.3148	2E-8	7.698970004336019		0.0186	[0.012-0.025] unit decrease	Affymetrix, Illumina [22941580] (imputed)	N	major depressive disorder	http://purl.obolibrary.org/obo/MONDO_0002009	GCST90328131	Genome-wide genotyping array
2024-04-04	38177345	Meng X	2024-01-04	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38177345	Multi-ancestry genome-wide association study of major depression aids locus discovery, fine mapping, gene prioritization and causal inference.	Major depressive disorder (broad)	258,364 European ancestry cases, 571,252 European ancestry controls, 36,818 African ancestry cases, 161,679 African ancestry controls, 21,980 East Asian ancestry cases, 360,956 East Asian ancestry controls, 4,505 South Asian ancestry cases, 27,176 South Asian ancestry controls, 25,013 Hispanic or Latin American cases, 352,946 Hispanic or Latin American controls	NA	11p12	11	42302959		LINC02740 - HNRNPKP3	ENSG00000255109	ENSG00000293312		49238	817803	rs4756700-T	rs4756700	0	4756700	intergenic_variant	1	0.4876	3E-9	8.522878745280337		0.0185	[0.012-0.025] unit decrease	Affymetrix, Illumina [22941580] (imputed)	N	major depressive disorder	http://purl.obolibrary.org/obo/MONDO_0002009	GCST90328131	Genome-wide genotyping array
2024-04-04	38177345	Meng X	2024-01-04	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38177345	Multi-ancestry genome-wide association study of major depression aids locus discovery, fine mapping, gene prioritization and causal inference.	Major depressive disorder (broad)	258,364 European ancestry cases, 571,252 European ancestry controls, 36,818 African ancestry cases, 161,679 African ancestry controls, 21,980 East Asian ancestry cases, 360,956 East Asian ancestry controls, 4,505 South Asian ancestry cases, 27,176 South Asian ancestry controls, 25,013 Hispanic or Latin American cases, 352,946 Hispanic or Latin American controls	NA	16q13	16	56330118		GNAO1			ENSG00000087258			rs4784655-C	rs4784655	0	4784655	intron_variant	0	0.3455	2E-8	7.698970004336019		0.0187	[0.012-0.025] unit increase	Affymetrix, Illumina [22941580] (imputed)	N	major depressive disorder	http://purl.obolibrary.org/obo/MONDO_0002009	GCST90328131	Genome-wide genotyping array
2024-04-04	38177345	Meng X	2024-01-04	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38177345	Multi-ancestry genome-wide association study of major depression aids locus discovery, fine mapping, gene prioritization and causal inference.	Major depressive disorder (broad)	258,364 European ancestry cases, 571,252 European ancestry controls, 36,818 African ancestry cases, 161,679 African ancestry controls, 21,980 East Asian ancestry cases, 360,956 East Asian ancestry controls, 4,505 South Asian ancestry cases, 27,176 South Asian ancestry controls, 25,013 Hispanic or Latin American cases, 352,946 Hispanic or Latin American controls	NA	14q32.33	14	103624778		KLC1			ENSG00000126214			rs4906349-A	rs4906349	0	4906349	intron_variant	0	0.6627	4E-16	15.397940008672037		0.0271	[0.021-0.034] unit increase	Affymetrix, Illumina [22941580] (imputed)	N	major depressive disorder	http://purl.obolibrary.org/obo/MONDO_0002009	GCST90328131	Genome-wide genotyping array
2024-04-04	38177345	Meng X	2024-01-04	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38177345	Multi-ancestry genome-wide association study of major depression aids locus discovery, fine mapping, gene prioritization and causal inference.	Major depressive disorder (broad)	258,364 European ancestry cases, 571,252 European ancestry controls, 36,818 African ancestry cases, 161,679 African ancestry controls, 21,980 East Asian ancestry cases, 360,956 East Asian ancestry controls, 4,505 South Asian ancestry cases, 27,176 South Asian ancestry controls, 25,013 Hispanic or Latin American cases, 352,946 Hispanic or Latin American controls	NA	9p13.2	9	37242707		ZCCHC7			ENSG00000147905			rs495304-A	rs495304	0	495304	intron_variant	0	0.1946	1E-11	11.0		0.026	[0.019-0.033] unit increase	Affymetrix, Illumina [22941580] (imputed)	N	major depressive disorder	http://purl.obolibrary.org/obo/MONDO_0002009	GCST90328131	Genome-wide genotyping array
2024-04-04	38177345	Meng X	2024-01-04	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38177345	Multi-ancestry genome-wide association study of major depression aids locus discovery, fine mapping, gene prioritization and causal inference.	Major depressive disorder (broad)	258,364 European ancestry cases, 571,252 European ancestry controls, 36,818 African ancestry cases, 161,679 African ancestry controls, 21,980 East Asian ancestry cases, 360,956 East Asian ancestry controls, 4,505 South Asian ancestry cases, 27,176 South Asian ancestry controls, 25,013 Hispanic or Latin American cases, 352,946 Hispanic or Latin American controls	NA	12q24.31	12	120754884		ACADS - SPPL3	ENSG00000122971	ENSG00000157837		14876	7626	rs534415-A	rs534415	0	534415	intron_variant	1	0.4638	1E-12	12.0		0.0216	[0.016-0.027] unit increase	Affymetrix, Illumina [22941580] (imputed)	N	major depressive disorder	http://purl.obolibrary.org/obo/MONDO_0002009	GCST90328131	Genome-wide genotyping array
2024-04-04	38177345	Meng X	2024-01-04	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38177345	Multi-ancestry genome-wide association study of major depression aids locus discovery, fine mapping, gene prioritization and causal inference.	Major depressive disorder (broad)	258,364 European ancestry cases, 571,252 European ancestry controls, 36,818 African ancestry cases, 161,679 African ancestry controls, 21,980 East Asian ancestry cases, 360,956 East Asian ancestry controls, 4,505 South Asian ancestry cases, 27,176 South Asian ancestry controls, 25,013 Hispanic or Latin American cases, 352,946 Hispanic or Latin American controls	NA	22q13.2	22	41152004		EP300			ENSG00000100393			rs20551-A	rs20551	0	20551	missense_variant	0	0.7143	3E-14	13.522878745280337		0.0268	[0.02-0.034] unit decrease	Affymetrix, Illumina [22941580] (imputed)	N	major depressive disorder	http://purl.obolibrary.org/obo/MONDO_0002009	GCST90328131	Genome-wide genotyping array
2024-04-04	38177345	Meng X	2024-01-04	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38177345	Multi-ancestry genome-wide association study of major depression aids locus discovery, fine mapping, gene prioritization and causal inference.	Major depressive disorder (broad)	258,364 European ancestry cases, 571,252 European ancestry controls, 36,818 African ancestry cases, 161,679 African ancestry controls, 21,980 East Asian ancestry cases, 360,956 East Asian ancestry controls, 4,505 South Asian ancestry cases, 27,176 South Asian ancestry controls, 25,013 Hispanic or Latin American cases, 352,946 Hispanic or Latin American controls	NA	13q12.3	13	31331805		B3GLCT			ENSG00000187676			rs2056443-T	rs2056443	0	2056443	3_prime_UTR_variant	0	0.2925	3E-11	10.522878745280337		0.0228	[0.016-0.029] unit decrease	Affymetrix, Illumina [22941580] (imputed)	N	major depressive disorder	http://purl.obolibrary.org/obo/MONDO_0002009	GCST90328131	Genome-wide genotyping array
2024-04-04	38177345	Meng X	2024-01-04	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38177345	Multi-ancestry genome-wide association study of major depression aids locus discovery, fine mapping, gene prioritization and causal inference.	Major depressive disorder (broad)	258,364 European ancestry cases, 571,252 European ancestry controls, 36,818 African ancestry cases, 161,679 African ancestry controls, 21,980 East Asian ancestry cases, 360,956 East Asian ancestry controls, 4,505 South Asian ancestry cases, 27,176 South Asian ancestry controls, 25,013 Hispanic or Latin American cases, 352,946 Hispanic or Latin American controls	NA	7q11.23	7	74517127		GTF2IRD1			ENSG00000006704			rs2107745-A	rs2107745	0	2107745	intron_variant	0	0.7842	4E-9	8.397940008672037		0.022	[0.015-0.029] unit decrease	Affymetrix, Illumina [22941580] (imputed)	N	major depressive disorder	http://purl.obolibrary.org/obo/MONDO_0002009	GCST90328131	Genome-wide genotyping array
2024-04-04	38177345	Meng X	2024-01-04	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38177345	Multi-ancestry genome-wide association study of major depression aids locus discovery, fine mapping, gene prioritization and causal inference.	Major depressive disorder (broad)	258,364 European ancestry cases, 571,252 European ancestry controls, 36,818 African ancestry cases, 161,679 African ancestry controls, 21,980 East Asian ancestry cases, 360,956 East Asian ancestry controls, 4,505 South Asian ancestry cases, 27,176 South Asian ancestry controls, 25,013 Hispanic or Latin American cases, 352,946 Hispanic or Latin American controls	NA	2q33.3	2	207184857		MYOSLID			ENSG00000229647			rs2111592-A	rs2111592	0	2111592	intron_variant	0	0.2946	3E-11	10.522878745280337		0.0222	[0.016-0.029] unit increase	Affymetrix, Illumina [22941580] (imputed)	N	major depressive disorder	http://purl.obolibrary.org/obo/MONDO_0002009	GCST90328131	Genome-wide genotyping array
